id_mgn,latitude,longitude,site_id,snow_depth
10020,80.1692883,-86.7420433,1,0.294
10021,80.1693083,-86.7420367,1,0.362
10022,80.1693233,-86.7420784,1,0.223
10023,80.1693383,-86.7421,1,0.109
10024,80.1693633,-86.74209,1,0.202
10025,80.169385,-86.7420817,1,0.114
10026,80.1694017,-86.74209,1,0.135
10027,80.1694267,-86.742115,1,0.149
10028,80.1694467,-86.7421283,1,0.166
10029,80.1694783,-86.7421516,1,0.318
10030,80.1694917,-86.742175,1,0.125
10031,80.1695283,-86.74216,1,0.16
10032,80.1695483,-86.7421383,1,0.122
10033,80.16957,-86.7421767,1,0.127
10034,80.1695933,-86.742205,1,0.093
10035,80.1696233,-86.7422017,1,0.1
10036,80.1696583,-86.7421966,1,0.146
10037,80.1696867,-86.74225,1,0.089
10038,80.1697033,-86.742265,1,0.135
10039,80.1697217,-86.742285,1,0.255
10040,80.1697383,-86.7422817,1,0.223
10041,80.1697617,-86.7423183,1,0.16
10042,80.1697933,-86.7423417,1,0.216
10043,80.1698233,-86.7423417,1,0.302
10044,80.1698417,-86.7423683,1,0.304
10045,80.1698617,-86.7423867,1,0.327
10046,80.1698717,-86.7423833,1,0.493
10047,80.169895,-86.742385,1,0.43
10048,80.1699033,-86.7423534,1,0.452
10049,80.1699117,-86.742385,1,0.375
10050,80.169935,-86.74235,1,0.368
10051,80.1699533,-86.7423583,1,0.376
10052,80.1699667,-86.7423717,1,0.267
10053,80.16998,-86.7423766,1,0.264
10054,80.1700033,-86.7423717,1,0.251
10055,80.170025,-86.74236,1,0.349
10056,80.1700433,-86.74238,1,0.299
10057,80.1700683,-86.7423766,1,0.135
10058,80.1700883,-86.7424017,1,0.085
10059,80.1701033,-86.7424217,1,0.083
10060,80.17012,-86.7424583,1,0.091
10061,80.17014,-86.7424817,1,0.093
10062,80.170175,-86.7424517,1,0.12
10063,80.1701983,-86.7424267,1,0.143
10064,80.1702183,-86.7424783,1,0.185
10065,80.170245,-86.742475,1,0.156
10066,80.1702467,-86.7424616,1,0.145
10067,80.170265,-86.742475,1,0.117
10068,80.170285,-86.7425117,1,0.132
10069,80.1703067,-86.7425233,1,0.123
10070,80.1703267,-86.742535,1,0.143
10071,80.1703517,-86.7425584,1,0.262
10072,80.1703683,-86.7425584,1,0.217
10073,80.1703867,-86.7425667,1,0.145
10074,80.170405,-86.7425817,1,0.166
10075,80.1704183,-86.7425983,1,0.138
10076,80.1704417,-86.7426266,1,0.155
10077,80.1704683,-86.74265,1,0.149
10078,80.1704967,-86.74266,1,0.196
10079,80.1705133,-86.7426201,1,0.213
10080,80.1705467,-86.7426383,1,0.172
10081,80.1705633,-86.7426584,1,0.159
10082,80.170595,-86.7426517,1,0.261
10083,80.1706183,-86.742665,1,0.278
10084,80.1706517,-86.74271,1,0.144
10085,80.170665,-86.7426866,1,0.137
10086,80.1706933,-86.7427,1,0.164
10087,80.1707217,-86.7427217,1,0.14
10088,80.1707417,-86.7427066,1,0.15
10089,80.1707733,-86.74271,1,0.185
10090,80.1707967,-86.7427033,1,0.251
22973,80.09773333,-86.7109,1,0.232
10091,80.1708167,-86.742725,1,0.146
10092,80.1708483,-86.74271,1,0.136
10093,80.170875,-86.7427,1,0.298
10094,80.170885,-86.74275,1,0.176
10095,80.1708983,-86.7427617,1,0.157
10096,80.170925,-86.7427434,1,0.244
10097,80.1709467,-86.7427767,1,0.182
10098,80.1709667,-86.7427816,1,0.184
10099,80.1709867,-86.742805,1,0.146
10100,80.1710067,-86.742815,1,0.106
10101,80.1710367,-86.7428434,1,0.156
10102,80.1710567,-86.7428483,1,0.168
10103,80.1710717,-86.7428983,1,0.14
10104,80.1710917,-86.74288,1,0.16
10105,80.1711167,-86.7429034,1,0.182
10106,80.1711367,-86.742915,1,0.195
10107,80.1711683,-86.7429,1,0.276
10108,80.1711917,-86.742855,1,0.191
10109,80.1712267,-86.7428717,1,0.35
10110,80.1712383,-86.7428883,1,0.163
10111,80.17126,-86.742885,1,0.068
10112,80.1712883,-86.742885,1,0.102
10113,80.1713083,-86.7429116,1,0.215
10114,80.171325,-86.742945,1,0.184
10115,80.17133,-86.7429417,1,0.23
10116,80.1713533,-86.742965,1,0.296
10117,80.1713683,-86.7429899,1,0.398
10118,80.1713867,-86.74296,1,0.269
10119,80.1714067,-86.7429283,1,0.201
10120,80.17144,-86.7429767,1,0.174
10121,80.17146,-86.7429817,1,0.128
10122,80.17149,-86.7429567,1,0.216
10123,80.1715167,-86.7429866,1,0.228
10124,80.17153,-86.743005,1,0.182
10125,80.17155,-86.7430166,1,0.242
10126,80.1715633,-86.74298,1,0.176
10127,80.1716033,-86.743045,1,0.211
10128,80.1716117,-86.7430383,1,0.221
10129,80.1716417,-86.74306,1,0.162
10130,80.1716667,-86.7430734,1,0.147
10131,80.17169,-86.7430934,1,0.131
10132,80.1717133,-86.7430734,1,0.168
10133,80.1717433,-86.7430717,1,0.094
10134,80.1717667,-86.743125,1,0.116
10135,80.1717817,-86.7431283,1,0.151
10136,80.1718067,-86.743145,1,0.252
10137,80.171825,-86.7431434,1,0.322
10138,80.1718467,-86.7431917,1,0.036
10139,80.17186,-86.7431917,1,0.212
10140,80.1718817,-86.7431683,1,0.143
10141,80.1719033,-86.7431667,1,0.168
10142,80.1719283,-86.7431833,1,0.156
10143,80.1719417,-86.7432083,1,0.136
10144,80.17197,-86.7432,1,0.241
10145,80.17199,-86.7432283,1,0.216
10146,80.1719983,-86.7432283,1,0.241
10147,80.1720167,-86.7431917,1,0.311
10148,80.172045,-86.7432034,1,0.236
10149,80.17208,-86.7432184,1,0.207
10150,80.1720883,-86.74321,1,0.403
10151,80.1721117,-86.743205,1,0.27
10152,80.17213,-86.74325,1,0.116
10153,80.1721467,-86.74322,1,0.117
10154,80.1721867,-86.7432383,1,0.233
10155,80.17221,-86.743255,1,0.181
10156,80.1722233,-86.743265,1,0.28
10157,80.17224,-86.74326,1,0.26
10158,80.1722633,-86.74326,1,0.246
10159,80.1722833,-86.7432917,1,0.314
10160,80.1723017,-86.74327,1,0.25
10161,80.17233,-86.7432534,1,0.276
10162,80.17235,-86.74329,1,0.211
10163,80.1723567,-86.7433067,1,0.184
10164,80.1723517,-86.7431283,1,0.102
10165,80.172355,-86.7430317,1,0.055
10166,80.17235,-86.74296,1,0.047
10167,80.1723533,-86.7428183,1,0.062
10168,80.1723467,-86.7427234,1,0.094
10169,80.1723467,-86.7426383,1,0.085
10170,80.1723467,-86.742505,1,0.088
10171,80.172345,-86.7423583,1,0.081
10172,80.1723467,-86.74222,1,0.127
10173,80.1723433,-86.7421434,1,0.202
10174,80.1723367,-86.742065,1,0.216
10175,80.1723333,-86.74195,1,0.145
10176,80.172335,-86.7418217,1,0.091
10177,80.1723317,-86.7417,1,0.235
10178,80.1723367,-86.7416066,1,0.252
10179,80.1723417,-86.7415283,1,0.225
10180,80.1723367,-86.7413784,1,0.472
10181,80.172335,-86.7413666,1,0.266
10182,80.172335,-86.7413117,1,0.367
10183,80.17233,-86.7412183,1,0.292
10184,80.1723333,-86.7410966,1,0.224
10185,80.1723317,-86.7409783,1,0.148
10186,80.172325,-86.7408766,1,0.127
10187,80.1723167,-86.7407466,1,0.156
10188,80.1723083,-86.740615,1,0.134
10189,80.1723083,-86.740515,1,0.124
10190,80.17231,-86.740415,1,0.092
10191,80.1723017,-86.7402917,1,0.102
10192,80.1723017,-86.740165,1,0.118
10193,80.1722933,-86.740045,1,0.14
10194,80.1722867,-86.7399167,1,0.137
10195,80.172285,-86.7398166,1,0.113
10196,80.1722817,-86.7396766,1,0.12
10197,80.1722767,-86.73955,1,0.124
29831,80.28055,-86.7871,1,0.239
10198,80.1722683,-86.739455,1,0.149
10199,80.172265,-86.739335,1,0.159
10200,80.1722617,-86.7391966,1,0.102
10201,80.172255,-86.739055,1,0.112
10202,80.1722517,-86.7389734,1,0.094
10203,80.1722433,-86.7388434,1,0.103
10204,80.1722433,-86.738705,1,0.108
10205,80.1722383,-86.7385767,1,0.124
10206,80.17223,-86.7384817,1,0.138
10207,80.1722233,-86.73833,1,0.149
10208,80.1722117,-86.7382083,1,0.192
10209,80.1722,-86.7380583,1,0.133
10210,80.1721983,-86.738,1,0.176
10211,80.1721867,-86.7378167,1,0.173
10212,80.1723483,-86.7433366,1,0.182
10213,80.1723633,-86.7433317,1,0.208
10214,80.17238,-86.7433366,1,0.262
10215,80.1724083,-86.7433416,1,0.051
10216,80.1724317,-86.743365,1,0.086
10217,80.172445,-86.7433967,1,0.151
10218,80.1724717,-86.74342,1,0.214
10219,80.17249,-86.7434283,1,0.124
10220,80.172515,-86.74344,1,0.226
10221,80.1725483,-86.7434333,1,0.217
10222,80.172565,-86.743455,1,0.293
10223,80.172585,-86.7434566,1,0.147
10224,80.1726117,-86.7434666,1,0.104
10225,80.1726283,-86.7435116,1,0.225
10226,80.17266,-86.7435083,1,0.271
10227,80.17268,-86.74354,1,0.277
10228,80.172705,-86.74358,1,0.367
10229,80.1727183,-86.7435783,1,0.383
10230,80.17274,-86.743565,1,0.428
10231,80.1727517,-86.7435534,1,0.415
10232,80.172775,-86.7435466,1,0.156
10233,80.1728033,-86.7435583,1,0.148
10234,80.1728167,-86.7435917,1,0.177
10235,80.1728367,-86.7436133,1,0.074
10236,80.172865,-86.7436183,1,0.091
10237,80.1728883,-86.743635,1,0.084
10238,80.1729183,-86.7436366,1,0.124
10239,80.1729367,-86.7436366,1,0.107
10240,80.1729633,-86.74362,1,0.111
10241,80.1729867,-86.7436516,1,0.106
10242,80.1730083,-86.7436767,1,0.071
10243,80.1730233,-86.7436717,1,0.127
10244,80.173055,-86.743625,1,0.152
10245,80.1730717,-86.7436467,1,0.171
10246,80.173095,-86.7436767,1,0.147
10247,80.1731183,-86.7436866,1,0.168
10248,80.17314,-86.7436734,1,0.202
10249,80.1731517,-86.7436717,1,0.161
10250,80.1731767,-86.7436734,1,0.173
10251,80.1732067,-86.74371,1,0.182
10252,80.173235,-86.74372,1,0.358
10253,80.173245,-86.7437133,1,0.168
10254,80.1732683,-86.743715,1,0.167
10255,80.1732917,-86.7437467,1,0.214
10256,80.1733133,-86.74375,1,0.472
10257,80.1733267,-86.743765,1,0.367
10258,80.1733483,-86.74379,1,0.277
10259,80.1733667,-86.743785,1,0.154
10260,80.173385,-86.7437916,1,0.152
10261,80.1734033,-86.7438183,1,0.158
10262,80.173425,-86.7438117,1,0.084
10263,80.1734433,-86.74383,1,0.131
10264,80.173475,-86.7438267,1,0.034
10265,80.1734883,-86.743865,1,0.056
10266,80.1735183,-86.7438466,1,0.419
10267,80.173525,-86.743895,1,0.419
10268,80.173545,-86.743885,1,0.424
10269,80.1735667,-86.7438634,1,0.29
10270,80.1735867,-86.7438734,1,0.222
10271,80.1736067,-86.7438634,1,0.081
10272,80.1736283,-86.7439017,1,0.147
10273,80.17365,-86.7438917,1,0.259
10274,80.1736733,-86.743915,1,0.26
10275,80.1736867,-86.7439216,1,0.17
10276,80.1737083,-86.7439233,1,0.149
10277,80.1737383,-86.7439166,1,0.132
10278,80.1737567,-86.7439216,1,0.171
10279,80.1737767,-86.74393,1,0.129
10280,80.1738083,-86.7439166,1,0.114
10281,80.1738283,-86.7439166,1,0.192
10282,80.1738567,-86.7439366,1,0.244
10283,80.173885,-86.7439183,1,0.113
10284,80.1739017,-86.7439417,1,0.123
10285,80.1739317,-86.7439366,1,0.169
10286,80.1739533,-86.743945,1,0.234
10287,80.1739833,-86.7439334,1,0.148
10288,80.17401,-86.7439134,1,0.176
10289,80.1740333,-86.7439766,1,0.131
10290,80.1740633,-86.7439917,1,0.172
10291,80.174085,-86.7440067,1,0.259
10292,80.174105,-86.7440134,1,0.2
10293,80.1741333,-86.7440383,1,0.124
10294,80.174155,-86.744065,1,0.154
10295,80.1741717,-86.74407,1,0.209
10296,80.1741967,-86.7440866,1,0.345
10297,80.1742083,-86.7441166,1,0.228
10298,80.1742267,-86.744065,1,0.176
10299,80.1742533,-86.7440734,1,0.139
10300,80.1742767,-86.7441066,1,0.138
10301,80.174295,-86.744145,1,0.19
10302,80.174325,-86.7441584,1,0.172
10303,80.174345,-86.7441717,1,0.13
10304,80.1743667,-86.7441717,1,0.163
10305,80.17439,-86.7442217,1,0.142
10306,80.174425,-86.7442066,1,0.158
10307,80.174445,-86.7442183,1,0.206
10308,80.17447,-86.7442534,1,0.143
10309,80.1744883,-86.74425,1,0.173
10310,80.174515,-86.74425,1,0.259
10311,80.174535,-86.7442617,1,0.229
10312,80.174565,-86.7442666,1,0.164
10313,80.174585,-86.7442634,1,0.125
10314,80.1746167,-86.74425,1,0.122
10315,80.1746317,-86.7443116,1,0.136
10316,80.1746683,-86.7443283,1,0.212
10317,80.174685,-86.7443567,1,0.183
10318,80.1747167,-86.7443483,1,0.14
10319,80.1747333,-86.744345,1,0.236
10320,80.1747517,-86.7443583,1,0.282
10321,80.174775,-86.7443366,1,0.162
10322,80.1748,-86.744355,1,0.143
10323,80.1748317,-86.7443817,1,0.123
10324,80.1748583,-86.74438,1,0.112
10325,80.1748933,-86.7443817,1,0.118
10326,80.1749133,-86.7444084,1,0.133
10327,80.174925,-86.7444334,1,0.182
10328,80.17496,-86.7444433,1,0.149
10329,80.1749783,-86.7444484,1,0.133
10330,80.1750067,-86.744455,1,0.167
10331,80.175025,-86.7444717,1,0.265
10332,80.1750533,-86.7444734,1,0.156
10333,80.17507,-86.744505,1,0.106
10334,80.1751017,-86.7445366,1,0.212
10335,80.1751217,-86.7445383,1,0.296
10336,80.1751367,-86.744555,1,0.24
10337,80.1751583,-86.74455,1,0.145
10338,80.175165,-86.7445666,1,0.1
10339,80.1751867,-86.7445534,1,0.117
10340,80.1752033,-86.7445867,1,0.164
10341,80.175225,-86.7445917,1,0.229
10342,80.1752517,-86.74461,1,0.16
10343,80.1752767,-86.7446216,1,0.13
10344,80.1753,-86.7446166,1,0.145
10345,80.175335,-86.7446483,1,0.225
10346,80.1753517,-86.744645,1,0.138
10347,80.17537,-86.7446483,1,0.172
10348,80.1753917,-86.74467,1,0.117
10349,80.17542,-86.7446583,1,0.382
10350,80.1754283,-86.74466,1,0.425
10351,80.175455,-86.7446766,1,0.223
10352,80.175465,-86.7447117,1,0.305
10353,80.1754883,-86.744725,1,0.261
10354,80.1755167,-86.7447317,1,0.267
10355,80.1755267,-86.7447117,1,0.269
10356,80.1755433,-86.7447417,1,0.257
10357,80.1755667,-86.7447617,1,0.247
10358,80.1755933,-86.7447967,1,0.208
10359,80.1756167,-86.74485,1,0.238
10360,80.1756333,-86.74485,1,0.156
10361,80.1756517,-86.7448683,1,0.136
10362,80.1756883,-86.7448717,1,0.1
10363,80.1757067,-86.744895,1,0.074
10364,80.1757333,-86.7449316,1,0.118
10365,80.1757517,-86.744935,1,0.145
10366,80.17578,-86.744985,1,0.064
10367,80.1758067,-86.7450167,1,0.219
10368,80.17582,-86.7450083,1,0.223
10369,80.175845,-86.7450466,1,0.271
10370,80.1758567,-86.745035,1,0.254
10371,80.1758783,-86.7450417,1,0.371
10372,80.1759017,-86.7450817,1,0.174
10373,80.1759183,-86.7451033,1,0.174
10374,80.17594,-86.74511,1,0.174
10375,80.1759533,-86.7451234,1,0.229
10376,80.17597,-86.7450983,1,0.164
10377,80.1759883,-86.7451234,1,0.164
10378,80.1760067,-86.745135,1,0.178
10379,80.1760283,-86.74515,1,0.156
10380,80.1760567,-86.7451683,1,0.243
10381,80.1760717,-86.7451617,1,0.208
10382,80.1761017,-86.7451934,1,0.167
10383,80.176125,-86.7451766,1,0.132
10384,80.1761467,-86.745195,1,0.119
10385,80.176165,-86.7452317,1,0.148
10386,80.17619,-86.7452683,1,0.136
10387,80.1762117,-86.7452634,1,0.14
10388,80.17623,-86.7452883,1,0.159
10389,80.1762617,-86.7453534,1,0.106
10390,80.176285,-86.7453801,1,0.108
10391,80.1763133,-86.7454,1,0.184
10392,80.1763417,-86.7454134,1,0.149
10393,80.176355,-86.7454366,1,0.141
10394,80.1763767,-86.7454666,1,0.152
10395,80.1764117,-86.74549,1,0.229
10396,80.1764433,-86.7454983,1,0.243
10397,80.1764583,-86.7455,1,0.318
10398,80.1764717,-86.7455217,1,0.278
10399,80.1764767,-86.7455283,1,0.273
10400,80.1764967,-86.7455566,1,0.252
10401,80.1765267,-86.7455666,1,0.31
10402,80.17654,-86.7455766,1,0.318
10403,80.1765667,-86.74555,1,0.105
10404,80.17658,-86.74556,1,0.138
10405,80.1766067,-86.745595,1,0.113
10406,80.1766267,-86.7455734,1,0.152
10407,80.176655,-86.7455817,1,0.161
10408,80.176675,-86.7456183,1,0.085
10409,80.1767,-86.74561,1,0.109
10410,80.176725,-86.7456017,1,0.194
10411,80.176745,-86.7456434,1,0.059
10412,80.1767633,-86.745675,1,0.082
10413,80.1767833,-86.7456617,1,0.106
10414,80.176815,-86.7456767,1,0.093
10415,80.1768367,-86.7456917,1,0.108
10416,80.1768567,-86.745725,1,0.112
10417,80.1768883,-86.745735,1,0.132
10418,80.1769083,-86.7457383,1,0.137
10419,80.1769317,-86.7457317,1,0.138
10420,80.1769517,-86.7457534,1,0.135
10421,80.1769783,-86.7457583,1,0.26
10422,80.1769933,-86.7457617,1,0.242
10423,80.1770233,-86.74578,1,0.187
10424,80.1770333,-86.7457934,1,0.169
10425,80.177055,-86.7457899,1,0.117
10426,80.177075,-86.7458417,1,0.11
10427,80.177095,-86.7458783,1,0.125
10428,80.1771133,-86.7458366,1,0.144
10429,80.17714,-86.7458534,1,0.224
10430,80.1771533,-86.7458666,1,0.241
10431,80.1771667,-86.7458566,1,0.082
10432,80.1771933,-86.745855,1,0.106
10433,80.1772117,-86.7458633,1,0.173
10434,80.177235,-86.7458534,1,0.246
10435,80.1772517,-86.7458467,1,0.167
10436,80.1772767,-86.74589,1,0.119
10437,80.1773,-86.7458867,1,0.113
10438,80.1773183,-86.7459066,1,0.12
10439,80.1773483,-86.745935,1,0.11
10440,80.177365,-86.7459484,1,0.15
10441,80.1773867,-86.74595,1,0.215
10442,80.1774117,-86.7459666,1,0.246
10443,80.17743,-86.74598,1,0.24
10444,80.1774433,-86.745965,1,0.124
10445,80.1774667,-86.74594,1,0.138
10446,80.17749,-86.7459783,1,0.176
10447,80.1775117,-86.7459618,1,0.216
10448,80.1775383,-86.7459917,1,0.133
10449,80.17756,-86.7459766,1,0.128
10450,80.1775783,-86.746,1,0.198
10451,80.177605,-86.74599,1,0.303
10452,80.1776183,-86.74599,1,0.198
10453,80.177645,-86.7460216,1,0.216
10454,80.1776567,-86.7460267,1,0.174
10455,80.1776833,-86.7460401,1,0.135
10456,80.17771,-86.7460717,1,0.111
10457,80.1777317,-86.7460817,1,0.14
10458,80.1777617,-86.74605,1,0.138
10459,80.177785,-86.7460784,1,0.151
10460,80.1778033,-86.7460784,1,0.23
10461,80.1778233,-86.7460683,1,0.343
10462,80.1778433,-86.7460583,1,0.224
10463,80.177865,-86.7460867,1,0.27
10464,80.1778833,-86.7460784,1,0.294
10465,80.1779133,-86.7460766,1,0.411
10466,80.1779367,-86.746095,1,0.265
10467,80.1779533,-86.74609,1,0.426
10468,80.1779667,-86.74607,1,0.348
10469,80.1779883,-86.7461017,1,0.265
10470,80.17801,-86.7461166,1,0.246
10471,80.17803,-86.7461166,1,0.305
10472,80.178045,-86.74615,1,0.292
10473,80.178065,-86.7461817,1,0.274
10474,80.17809,-86.7461967,1,0.196
10475,80.1780967,-86.746215,1,0.201
10476,80.178125,-86.7462034,1,0.232
10477,80.1781517,-86.7462,1,0.104
10478,80.1781717,-86.74624,1,0.132
10479,80.1781883,-86.74625,1,0.151
10480,80.178215,-86.7462666,1,0.226
10481,80.17824,-86.746265,1,0.201
10482,80.1782533,-86.74625,1,0.233
10483,80.1782733,-86.746245,1,0.211
10484,80.1782933,-86.7462766,1,0.179
10485,80.1783183,-86.7463083,1,0.148
10486,80.1783417,-86.7463066,1,0.144
10487,80.178365,-86.7463217,1,0.168
10488,80.1783917,-86.7463383,1,0.128
10489,80.1784217,-86.7463466,1,0.124
10490,80.178445,-86.7463566,1,0.128
10491,80.178475,-86.74637,1,0.141
10492,80.178495,-86.74637,1,0.134
10493,80.1785217,-86.7464066,1,0.124
10494,80.1785483,-86.7464266,1,0.134
10495,80.1785633,-86.7464634,1,0.153
10496,80.17859,-86.7464333,1,0.149
10497,80.1786117,-86.7464534,1,0.212
10498,80.1786333,-86.7464666,1,0.241
10499,80.1786483,-86.7464983,1,0.293
10500,80.1786717,-86.74651,1,0.207
10501,80.1786983,-86.7465166,1,0.133
10502,80.17871,-86.74655,1,0.115
10503,80.1787317,-86.7465917,1,0.11
10504,80.178765,-86.7465666,1,0.133
10505,80.1787817,-86.746565,1,0.132
10506,80.178805,-86.7465734,1,0.14
10507,80.1788233,-86.746615,1,0.241
10508,80.178845,-86.7466618,1,0.19
10509,80.1788633,-86.746665,1,0.214
10510,80.1788917,-86.7467066,1,0.317
10511,80.178905,-86.746705,1,0.288
10512,80.17892,-86.7467216,1,0.138
10513,80.1789417,-86.7467417,1,0.119
10514,80.1789633,-86.74678,1,0.147
10515,80.17898,-86.74675,1,0.173
10516,80.1790083,-86.7467867,1,0.218
10517,80.1790217,-86.7467683,1,0.23
10518,80.17904,-86.7468134,1,0.283
10519,80.1790567,-86.7468383,1,0.348
10520,80.1790783,-86.74687,1,0.32
10521,80.1790967,-86.746865,1,0.172
10522,80.1791183,-86.746855,1,0.184
10523,80.179145,-86.7468683,1,0.134
10524,80.179165,-86.7468983,1,0.144
10525,80.1791933,-86.746935,1,0.213
10526,80.1792167,-86.7469584,1,0.148
10527,80.1792367,-86.746945,1,0.12
10528,80.1792517,-86.7469417,1,0.134
10529,80.179275,-86.7469783,1,0.151
10530,80.1793,-86.746965,1,0.302
10531,80.1793117,-86.7469817,1,0.117
10532,80.1793333,-86.74703,1,0.097
10533,80.179335,-86.74707,1,0.121
10534,80.1793317,-86.747185,1,0.22
10535,80.179335,-86.747295,1,0.163
10536,80.1793417,-86.7473867,1,0.108
10537,80.1793483,-86.7475366,1,0.143
10538,80.17935,-86.7476567,1,0.172
10539,80.1793583,-86.7477483,1,0.113
10540,80.17937,-86.7479,1,0.132
10541,80.1793733,-86.74802,1,0.112
10542,80.1793767,-86.7481566,1,0.133
10543,80.17938,-86.7482616,1,0.121
10544,80.179385,-86.74835,1,0.102
10545,80.1793867,-86.7485183,1,0.118
10546,80.1793917,-86.7486517,1,0.113
10547,80.1793967,-86.748765,1,0.087
10548,80.1794033,-86.7488534,1,0.113
10549,80.1794017,-86.7489401,1,0.098
10550,80.1794017,-86.7490967,1,0.093
10551,80.179405,-86.7491866,1,0.166
10552,80.1794067,-86.749305,1,0.23
10553,80.17941,-86.749385,1,0.131
10554,80.1794117,-86.7494966,1,0.113
10555,80.1794117,-86.74961,1,0.123
10556,80.1794183,-86.7497417,1,0.111
10557,80.179425,-86.74984,1,0.094
10558,80.1794267,-86.7499716,1,0.109
10559,80.1794267,-86.7501284,1,0.241
10560,80.17943,-86.7502117,1,0.102
10561,80.1794333,-86.7503001,1,0.15
10562,80.1794417,-86.7503766,1,0.061
10563,80.1794433,-86.75046,1,0.125
10564,80.1794467,-86.7506117,1,0.138
10565,80.17945,-86.7507217,1,0.083
10566,80.179455,-86.7508417,1,0.091
10567,80.17946,-86.7509566,1,0.08
10568,80.1794633,-86.7511483,1,0.047
10569,80.1794683,-86.7512466,1,0.083
10570,80.17947,-86.75132,1,0.173
10571,80.1794733,-86.7514434,1,0.368
10572,80.1794783,-86.7514983,1,0.371
10573,80.17948,-86.7515566,1,0.32
10574,80.1794883,-86.7516783,1,0.382
10575,80.179495,-86.7517234,1,0.393
10576,80.1795,-86.75182,1,0.415
10577,80.1795067,-86.7519184,1,0.384
10578,80.17951,-86.7519617,1,0.47
10579,80.1795167,-86.7520183,1,0.36
10580,80.1795233,-86.7521233,1,0.293
10581,80.179525,-86.7521983,1,0.34
10582,80.1793267,-86.747005,1,0.099
10583,80.1793433,-86.74702,1,0.083
10584,80.17937,-86.74703,1,0.089
10585,80.1793967,-86.7470517,1,0.106
10586,80.1794167,-86.74708,1,0.164
10587,80.179445,-86.7470883,1,0.194
10588,80.179465,-86.7471134,1,0.253
10589,80.1794917,-86.7471333,1,0.161
10590,80.1795133,-86.7471434,1,0.103
10591,80.1795417,-86.7471733,1,0.098
10592,80.1795617,-86.7471767,1,0.171
10593,80.179585,-86.7471901,1,0.242
10594,80.1796017,-86.747205,1,0.132
10595,80.17963,-86.7472283,1,0.138
10596,80.17967,-86.747245,1,0.189
10597,80.1796883,-86.7472883,1,0.292
10598,80.1797017,-86.7472717,1,0.156
10599,80.1797367,-86.7472883,1,0.133
10600,80.1797567,-86.7473,1,0.131
10601,80.17978,-86.747345,1,0.169
10602,80.1797983,-86.7473634,1,0.278
10603,80.179815,-86.74735,1,0.124
10604,80.17983,-86.7473717,1,0.139
10605,80.1798517,-86.7474017,1,0.179
10606,80.1798767,-86.747405,1,0.145
10607,80.1798983,-86.747435,1,0.18
10608,80.179925,-86.7474433,1,0.181
10609,80.1799417,-86.7474616,1,0.153
10610,80.17997,-86.747475,1,0.117
10611,80.1799917,-86.7475,1,0.117
10612,80.18001,-86.7475283,1,0.156
10613,80.1800383,-86.7475466,1,0.182
10614,80.180065,-86.7475567,1,0.194
10615,80.1800817,-86.74757,1,0.109
10616,80.1801067,-86.7475783,1,0.137
10617,80.1801317,-86.747575,1,0.184
10618,80.180145,-86.74759,1,0.304
10619,80.18016,-86.7475933,1,0.302
10620,80.1801783,-86.7476066,1,0.22
10621,80.1801967,-86.74763,1,0.14
10622,80.1802117,-86.7476266,1,0.161
10623,80.1802317,-86.7476483,1,0.191
10624,80.180245,-86.7476666,1,0.213
10625,80.1802617,-86.747655,1,0.196
10626,80.1802767,-86.7476866,1,0.165
10627,80.180295,-86.7476834,1,0.184
10628,80.1803217,-86.7476967,1,0.211
10629,80.180345,-86.747725,1,0.259
10630,80.1803667,-86.747725,1,0.36
10631,80.1803883,-86.7477182,1,0.254
10632,80.1804133,-86.747775,1,0.091
10633,80.1804267,-86.7477933,1,0.223
10634,80.1804567,-86.7477783,1,0.229
10635,80.180475,-86.7477866,1,0.152
10636,80.1804917,-86.7477933,1,0.199
10637,80.1805167,-86.747785,1,0.155
10638,80.180545,-86.7477783,1,0.139
10639,80.1805633,-86.747825,1,0.225
10640,80.18058,-86.7478333,1,0.246
10641,80.1806183,-86.7478367,1,0.133
10642,80.180635,-86.7478483,1,0.131
10643,80.180655,-86.74782,1,0.149
10644,80.1806833,-86.7478683,1,0.146
10645,80.1807,-86.7478966,1,0.122
10646,80.180725,-86.747895,1,0.137
10647,80.1807533,-86.7478983,1,0.161
10648,80.180775,-86.7479033,1,0.195
10649,80.180795,-86.7478934,1,0.202
10650,80.1808083,-86.74787,1,0.197
10651,80.1808283,-86.7478883,1,0.146
10652,80.18086,-86.7479,1,0.144
10653,80.1808833,-86.7478983,1,0.155
10654,80.180915,-86.7479033,1,0.15
10655,80.1809317,-86.7478901,1,0.185
10656,80.1809483,-86.7479083,1,0.216
10657,80.1809717,-86.7479233,1,0.191
10658,80.180995,-86.74793,1,0.162
10659,80.1810133,-86.747945,1,0.239
10660,80.1810283,-86.7479499,1,0.208
10661,80.1810517,-86.7479766,1,0.274
10662,80.1810767,-86.7480033,1,0.166
10663,80.181095,-86.7480033,1,0.137
10664,80.18112,-86.748025,1,0.239
10665,80.1811417,-86.7480218,1,0.149
10666,80.1811667,-86.7480218,1,0.191
10667,80.18118,-86.7480334,1,0.233
10668,80.1812067,-86.7480218,1,0.185
10669,80.1812267,-86.748015,1,0.235
10670,80.1812483,-86.7480084,1,0.215
10671,80.181265,-86.74804,1,0.11
10672,80.1812833,-86.74808,1,0.106
